media_ID,media_type,media_title,runtime,average_rating
tt0106792,movie,Ed and His Dead Mother,93,9.1
tt0116168,movie,Eddie,100,8.1
tt0085475,movie,Eddie and the Cruisers,95,7.6
tt0103406,tvSeries,Eden,107,6.8
tt0434844,movie,Casa Eden,99,5.4
tt0306761,movie,Edens Curve,93,9.6
tt0287140,movie,Edge of Madness,99,6.7
tt0097263,movie,Edge of Sanity,85,7.2
tt0138414,movie,Edge of Seventeen,99,6.3
tt0245090,movie,Edges of the Lord,98,9.4
tt0101798,movie,Edward II,87,5.5
tt0099487,movie,Edward Scissorhands,105,7.1
tt2546132,movie,Eel,80,6.1
tt8723216,movie,Eerie,101,8.2
tt0071458,movie,Fontane Effi Briest,140,7.4
tt1035732,movie,Effi Briest,118,6.4
tt0271263,movie,Eight Crazy Nights,76,8.1
tt0271367,movie,Eight Legged Freaks,99,3.8
tt0095082,movie,Eight Men Out,119,7.6
tt0359213,movie,Ek Aur Ek Gyarah,153,7.3
tt0243794,movie,El Bola,88,9.4
tt0054847,movie,El Cid,182,7.2
tt0057025,movie,El Dorado,88,7
tt0290183,movie,Elaan,146,7.1
tt0126886,movie,Election,103,7.3
tt0434008,movie,Hak se wooi,101,7.3
tt0055950,movie,Ilektra,110,6.5
tt0112942,movie,Electra,87,7.1
tt0070022,movie,Electra Glide in Blue,114,6.6
tt0277689,movie,Elektra,118,7
tt0363589,movie,Elephant,81,6.2
tt0046951,movie,Elephant Walk,103,6.6
tt0319343,movie,Elf,97,4.7
tt0127536,movie,Elizabeth,124,7.2
tt0327679,movie,Ella Enchanted,96,7.6
tt0279064,movie,Elling,89,6.8
tt0027568,movie,Ellis Island,67,8.4
tt0053793,movie,Elmer Gantry,146,7.3
tt3265678,movie,Elvira,97,7.4
tt0035841,movie,Elvira Madigan,107,8
tt0265171,movie,Elviras Haunted Hills,90,9.5
tt0377057,movie,Elvis Has Left the Building,90,8.1
tt0065687,movie,Elvis: Thats the Way It Is,97,8.5
tt0074473,movie,Emanuelle in America,100,7.8
tt0109723,movie,Embrace of the Vampire,92,8.2
tt0162945,movie,Embrace the Darkness,93,5.3
tt0074475,movie,Embryo,104,9.3
tt0338001,movie,Emile,92,8.2
tt0022854,movie,Emma,72,9
tt0092962,movie,Emmanuelle 5,85,6.9
tt0095094,movie,Emmanuelle 6,90,9.1
tt0770177,movie,Heung Gong ngaai maan nau ji sau sing pui yuk,95,5.8
tt0074479,movie,La spiaggia del desiderio,95,5.9
tt0055663,tvSeries,Empire,60,6
tt0075989,movie,Empire of the Ants,89,6.2
tt0092965,movie,Empire of the Sun,153,5
tt0362590,movie,Employee of the Month,97,9
tt0104187,movie,Encino Man,88,4.6
tt0080827,movie,Gui da gui,102,2.3
tt0146675,movie,End of Days,122,7.2
tt0092967,movie,End of the Line,103,8
tt1183901,movie,Fim da Linha,76,6.6
tt0083885,movie,Endangered Species,97,3.2
tt5539466,movie,EspÃ¨ces menacÃ©es,105,6.4
tt0292502,movie,Endgame,109,7.5
tt0375735,movie,Enduring Love,100,7.5
tt0032461,movie,Feinde,91,7.6
tt1286863,movie,Vragi,78,7.2
tt6855798,movie,Enemies,65,5.7
tt0089092,movie,Enemy Mine,108,2.4
tt0215750,movie,Enemy at the Gates,131,8.3
tt0120660,movie,Enemy of the State,132,6.9
tt0136153,movie,English Babu Desi Mem,170,5.2
tt0083891,movie,Enigma,122,7.8
tt0278435,movie,Enough,115,7.9
tt0077538,movie,Fei Lung gwoh gong,92,7.2
tt0224102,movie,Bijo no harawata,68,7.5
tt0222817,movie,Shojo no harawata,72,5.2
tt0137494,movie,Entrapment,113,8.7
tt0326856,movie,Envy,99,7.2
tt1512894,movie,Kiskanmak,96,7.2
tt0233656,movie,Epicenter,102,6.8
tt0092972,movie,Epidemic,106,3.7
tt0238380,movie,Equilibrium,107,6.9
tt7263736,movie,Lequilibrio,90,5.1
tt0075995,movie,Equus,137,7.2
tt0116213,movie,Eraser,115,6.6
tt0074486,movie,Eraserhead,89,7.6
tt0195685,movie,Erin Brockovich,131,8.2
tt0092974,movie,Ernest Goes to Camp,92,7.9
tt0099512,movie,Ernest Goes to Jail,81,3.8
tt0095107,movie,Ernest Saves Christmas,95,8.3
tt0101821,movie,Ernest Scared Stupid,91,4.9
tt0129908,movie,Ernest in the Army,85,5.5
tt0054852,movie,Erotica,68,7.9
tt3660972,movie,ErÃ³tica: Luz de Luna,114,6.5
tt0109742,movie,Erotique,120,6.5
tt0138919,tvSeries,TenkÃ» no EsukafurÃ´ne,30,4.4
tt0270933,movie,Escaflowne,98,7.7
tt0180679,movie,Escanaba in da Moonlight,91,8.2
tt0197072,movie,Under Pressure,94,6.7
tt0176700,movie,Escape Velocity,100,8.8
tt0079116,movie,Escape from Alcatraz,112,8.1
tt0116225,movie,Escape from L.A.,101,6.1
tt0082340,movie,Escape from New York,99,7.2
tt0067065,movie,Escape from the Planet of the Apes,98,7.5
tt0198460,movie,Escape to Grizzly Mountain,95,7.2
tt0072951,movie,Escape to Witch Mountain,97,4.1
tt0295244,movie,Essence of Echoes,90,7.7
tt0191996,movie,Essex Boys,102,7.1
tt0183056,movie,Esther Kahn,142,7.3
tt0382019,movie,Eternal,107,8.3
tt0287665,movie,Sangre Eterna,108,3.4
tt0338013,movie,Eternal Sunshine of the Spotless Mind,108,7.8
tt0106833,movie,Ethan Frome,99,8.5
tt0430063,movie,Ethan Mao,87,7.8
tt0260713,movie,Tout prÃ¨s des Ã©toiles: Les danseurs de lOpÃ©ra de Paris,100,5.6
tt0349416,movie,Eulogy,91,4.2
tt0083906,movie,Eureka,130,6.5
tt0243889,movie,YurÃ®ka,217,7.5
tt0099776,movie,Europa Europa,112,3.7
tt0101831,movie,Eve of Destruction,99,7.6
tt0119080,movie,Eves Bayou,109,6.1
tt0067069,movie,Evel Knievel,88,8.9
tt0298856,movie,Evelyn,94,4.6
tt0106834,movie,Even Cowgirls Get the Blues,106,7.3
tt0065436,movie,Auch Zwerge haben klein angefangen,96,4.8
tt0119081,movie,Event Horizon,96,8
tt0120631,movie,EverAfter,121,7.9
tt0365020,movie,Everyday People,91,7.3
tt0404029,movie,Everyone,90,8.6
tt0116242,movie,Everyone Says I Love You,101,7.9
tt0228277,movie,Everything Put Together,87,7.7
tt0116245,movie,Everything Relative,110,8.2
tt0305556,movie,Evil Alien Conquerors,89,4.8
tt0389989,movie,Evil Cult,90,8.8
tt0167147,movie,ShiryÃ´ no wana,102,8.5
tt0116247,movie,Evil Ed,93,8.1
tt0350232,movie,Trespassing,88,7
tt0082346,movie,Evilspeak,97,7.3
tt0116250,movie,Evita,135,7.8
tt0251075,movie,Evolution,101,6.4
tt0112993,movie,Evolver,87,7.9
tt0082348,movie,Excalibur,140,6.3
tt1065328,movie,In un altro paese,75,8.3
tt0018870,movie,Excess Baggage,72,7.8
tt0104215,movie,Excessive Force,87,8.1
tt0116253,movie,Executive Decision,133,8.8
tt0242445,movie,Exit Wounds,101,8.3
tt0109758,movie,Exit to Eden,113,6.9
tt0053804,movie,Exodus,208,8
tt1091616,movie,Cheut ai kup gei,94,7
tt1764565,movie,Exodus Where I Come from Is Disappearing,105,8.8
tt0204313,movie,Exorcist: The Beginning,114,7.9
tt0109759,movie,Exotica,103,5.6
tt0055972,movie,Experiment in Terror,123,8
tt0089114,movie,Explorers,109,5.2
tt0264606,movie,Extreme Honor,90,7.5
tt0091593,movie,Le mÃ´me,99,7.8
tt0106850,movie,Extreme Justice,96,6.6
tt0116259,movie,Extreme Measures,118,6.6
tt0283160,movie,Extreme Ops,93,8.4
tt0092997,movie,Extreme Prejudice,96,6.4
tt0091024,movie,Extremities,89,6.1
tt0160184,movie,D-Tox,96,5.1
tt0116260,movie,Eye for an Eye,101,7.2
tt0271763,movie,El sabor de la venganza,86,8.7
tt1305730,movie,Noon-e-neun noon i-e-neun i,101,8.6
tt7967412,movie,Quien a hierro mata,107,3.8
tt0116261,movie,Eye of God,84,5.2
tt0120662,movie,Eye of the Beholder,109,7
tt0082351,movie,Eye of the Needle,112,7
tt0120663,movie,Eyes Wide Shut,159,7.6
tt0053459,movie,Les yeux sans visage,90,6
tt0077530,movie,Eyes of Laura Mars,104,9.4
tt0049196,movie,Eyewitness,82,4.7
tt0252209,movie,Aftoptis martys,106,7.1
tt0072962,movie,F for Fake,89,6.6
tt0089118,movie,F/X,109,8
tt0055828,movie,La cara del terror,83,6.4
tt0328993,movie,Face of Terror,99,6
tt0119094,movie,Face/Off,138,7.5
tt0062952,movie,Faces,130,6.6
tt0121262,movie,Faces of Death IV,90,7.7
tt0352343,movie,La finestra di fronte,106,8.3
tt0267414,movie,Facing the Enemy,98,7.2
tt1051864,movie,Rozhovor s nepriatelom,124,7.6
tt0080711,movie,Fade to Black,102,7.9
tt0060390,movie,Fahrenheit 451,112,9.8
tt0361596,movie,Fahrenheit 9/11,122,6.2
tt0289181,movie,Failan,115,4.2
tt0089122,movie,Fair Game,86,8.4
tt0095126,movie,Mamba,81,8.5
tt0077534,movie,Fairy Tales,76,4.5
tt11664260,tvSeries,Chuyen Ngay Xua,30,7.3
tt0116269,movie,Faithful,91,7.9
tt9731172,movie,De nos frÃ¨res blessÃ©s,92,7.1
tt0022873,movie,Faithless,77,5.6
tt0157122,movie,TrolÃ¶sa,154,7
tt0311108,movie,Fake,60,7
tt0119098,movie,Fall,93,8.2
tt5042620,movie,Those Who Fall,90,6.1
tt0113014,movie,Fall Time,88,5.3
tt0119099,movie,Fallen,124,6.4
tt0037691,movie,Fallen Angel,98,7.4
tt0105994,tvSeries,Fallen Angels,30,7.2
tt0112913,movie,Do lok tin si,99,7.9
tt0136981,movie,Hamenoi angeloi,84,6.2
tt1010265,movie,Varg Veum - Falne engler,95,5.2
tt0106856,movie,Falling Down,113,6.3
tt0087233,movie,Falling in Love,106,7.3
tt0080714,movie,Falling in Love Again,103,6.7
tt0027602,movie,Fame,68,6.5
tt0097328,movie,Family Business,110,6.8
tt6286662,movie,La monnaie de leur piÃ¨ce,90,7.7
tt6730152,tvSeries,"On va saimer un peu, beaucoup",52,4.9
tt0074512,movie,Family Plot,120,4.5
tt0095131,movie,Family Reunion,97,7.7
tt0093006,movie,Family Viewing,86,7.4
tt0042447,movie,Fancy Pants,92,7.4
tt0040343,movie,Fandango,90,8
tt0130267,movie,Snakes,83,7.1
tt0282483,movie,Fangs,94,5.8
tt3301848,movie,Anyab,100,7.5
tt0032455,movie,Fantasia,125,5.1
tt0401410,movie,Gwai ma kwong seung kuk,103,5.1
tt3591950,movie,Huan xiang qu,86,5.6
tt0120910,movie,Fantasia 2000,75,5.6
tt0072969,movie,Fantasm,87,5.2
tt0076015,movie,Fantasm Comes Again,99,7.3
tt0061250,tvSeries,Fantastic 4,30,7.3
tt0120667,movie,Fantastic Four,106,6.5
tt0070544,movie,La planÃ¨te sauvage,72,8.8
tt0079509,movie,Mi ni te gong dui,90,8.1
tt0099546,movie,Far Out Man,81,7
tt0104231,movie,Far and Away,140,6.1
tt0297884,movie,Far from Heaven,107,6.2
tt2447338,movie,Faraway,108,8.2
tt0106332,movie,Ba wang bie ji,171,6.1
tt0109771,movie,Farinelli,111,4.3
tt0021853,movie,Fascination,70,7.4
tt0199512,movie,FascinaciÃ³n,83,7.6
tt0109772,movie,Fast,100,9.3
tt0097335,movie,Fast Food,92,5.2
tt0251696,movie,Fast Sofa,109,6.9
tt0083929,movie,Fast Times at Ridgemont High,90,7.3
tt0368721,movie,Faster,103,5.5
tt0396592,movie,Fat Albert,93,7
tt0068072,tvSeries,Fat Albert and the Cosby Kids,30,7
tt0080721,movie,Fat Angels,92,6
tt0121269,movie,Fat Chance,72,8.6
tt0068575,movie,Fat City,96,7.1
tt0243255,movie,Ã€ ma soeur!,95,8.8
tt0097336,movie,Fat Man and Little Boy,127,5.9
tt0067085,movie,Fata Morgana,76,5.8
tt0093010,movie,Fatal Attraction,119,7.7
tt0093011,movie,Fatal Beauty,104,4.7
tt0101860,movie,Fatal Instinct,95,6.4
tt0109775,movie,Fatal Pursuit,103,7.1
tt0099556,movie,Fate,114,6.9
tt1092034,movie,Sookmyeong,123,8.4
tt0058092,movie,Father Goose,118,6.4
tt0106877,movie,Father Hood,95,8.4
tt0022126,movie,Markurells i WadkÃ¶ping,96,6
tt0082428,movie,Foo ji ching,97,7.2
tt0104238,movie,Father and Son,85,7.2
tt0110762,movie,Padre e figlio,95,7.3
tt0363249,movie,Otets i syn,97,6.6
tt3339718,movie,Ojciec i syn,54,7.4
tt6186248,movie,Fu zi xiong bing,105,5.8
tt6531206,movie,Cha CÃµng Con,90,8
tt0169828,movie,Jariskatsis mama,87,7.3
tt0042451,movie,Father of the Bride,92,5.5
tt0043526,movie,Fathers Little Dividend,82,7.2
tt0090430,tvSeries,Fathers and Sons,30,7.5
tt0097405,movie,La fÃªte des pÃ¨res,83,6.2
tt0119109,movie,Fathers Day,98,3.5
tt0061653,movie,Fathom,99,7
tt0016847,movie,Faust: Eine deutsche Volkssage,107,5.5
tt0109781,movie,Faust,97,8.6
tt0223268,movie,Faust: Love of the Damned,98,7.1
tt0299873,movie,Fausto 5.0,93,7
tt0038524,movie,Fear,68,8.6
tt0047336,movie,Non credo piÃ¹ allamore (La paura),75,4.6
tt0057533,movie,Strach,103,7
tt0072214,movie,Strah,100,7.2
tt1483777,movie,La paura,69,6.5
tt0038095,movie,Il sole di Montecassino,87,4.2
tt0082367,movie,Fear No Evil,99,4.2
tt0050383,movie,Fear Strikes Out,100,7.8
tt0289944,movie,Fear X,91,7.8
tt0120669,movie,Fear and Loathing in Las Vegas,118,7.1
tt0318725,movie,Stupeur et tremblements,107,7.1
tt0106880,movie,Fear of a Black Hat,88,6.1
tt0298865,movie,Fear of the Dark,90,6.1
tt0106881,movie,Fearless,122,6.4
tt0171101,movie,Bez strakha,96,6.4
tt0446059,movie,Huo Yuan Jia,104,6.3
tt0085864,movie,Long teng hu yue,94,8.4
tt0113044,movie,Feast of July,116,9
tt0116289,movie,Feeling Minnesota,99,5.6
tt0165773,movie,Felicias Journey,116,7.2
tt0267490,movie,Felicidades,100,8.5
tt0064940,movie,Fellini - Satyricon,129,6
tt0314062,movie,Fellini: Je suis un grand menteur,105,6.8
tt0116293,movie,Female Perversions,120,5.7
tt0072979,movie,Female Trouble,89,4.7
tt0069745,movie,La comtesse noire,82,3.4
tt0142998,movie,Yasagure anego den: SÃ´katsu rinchi,86,3.8
tt0101866,movie,Femme Fatale,94,6.3
tt0430082,movie,Feng Shui,117,6.1
tt2513344,movie,Wan jian chuan xin,120,7.8
tt3229910,movie,Huang jui fa-din-khon-likhit,94,8.2
tt7046524,movie,Myung-dang,133,6.9
tt0091042,movie,Ferris Buellers Day Off,103,7
tt0372279,movie,Festival Express,90,6.9
tt0273607,movie,Festival in Cannes,100,5.3
tt0116298,movie,Fetishes,84,5.9
tt0082374,movie,Goraczka (Dzieje jednego pocisku),116,7.9
tt0095153,movie,Fever,84,7.7
tt2999826,movie,Fieber,80,5.6
tt0089139,movie,Fever Pitch,96,7.5
tt0422236,movie,Fida,122,6.1
tt0067093,movie,Fiddler on the Roof,181,6.4
tt0292508,movie,Fidel,91,4.5
tt0097351,movie,Field of Dreams,107,7.1
tt0050393,movie,Fiend Without a Face,77,7.7
tt0119115,movie,Fierce Creatures,93,6.9
tt0137523,movie,Fight Club,139,7.8
tt0263338,movie,Fighter,91,6
tt0104260,movie,Fighting Spirit,92,7.6
tt0481256,tvSeries,Hajime no ippo,20,9
tt0366444,movie,Fighting Tommy Riley,109,4.5
tt0286623,movie,Tung gui mat yau,102,8.3
tt0475192,tvSeries,Figure 17 Tsubasa & Hikaru,780,6
tt0277705,movie,Final,111,5.8
tt0104265,movie,Final Analysis,124,7.2
tt0162958,movie,Final Cut,93,7.4
tt0195714,movie,Final Destination,98,8.1
tt0309593,movie,Final Destination 2,90,7.6
tt0173840,movie,Final Fantasy: The Spirits Within,106,7.4
tt0087258,movie,Final Justice,90,7.8
tt0117335,movie,ZuÃ¬ hou pan jue,105,6.6
tt0126301,movie,Pik lik sin fung,95,6.1
tt0168785,movie,Final Voyage,95,8.5
tt9474736,movie,Das letzte Land,113,7.6
tt0192023,movie,Finders Fee,100,7.8
tt0181536,movie,Finding Forrester,136,7.8
tt0120026,movie,Finding Graceland,97,9
tt0308644,movie,Finding Neverland,106,6.2
tt0124555,movie,Finding North,95,7
tt0077549,movie,Fingers,90,5.8
tt0062974,movie,Finians Rainbow,141,7.8
tt0084051,movie,Hardcore,80,7.4
tt0168787,movie,Fiona,85,7.7
tt0108774,tvSeries,Fire,50,6.7
tt3596384,movie,Fuego,90,8.7
tt0099575,movie,Fire Birds,85,7.4
tt0050397,movie,Fire Down Below,116,7.7
tt6810930,tvSeries,Fire Island,41,7.8
tt0085542,movie,Fire and Ice,81,7.2
tt0093027,movie,Feuer und Eis,83,5.4
tt0106912,movie,Fire in the Sky,109,8.2
tt0106913,movie,Fire on the Amazon,87,4.9
tt0055673,tvSeries,Fireball XL5,30,6.7
tt0257765,movie,Hotaru,164,8.3
tt0303461,tvSeries,Firefly,44,7.2
tt0083943,movie,Firefox,136,4.8
tt0059181,movie,Firelight,140,6.5
tt0101882,movie,Fires Within,86,4.4
tt0087262,movie,Firestarter,114,8.1
tt0113067,movie,Firestorm,90,8
tt3341072,movie,Feng bao,118,8.5
tt0243907,movie,Firetrap,97,5.7
tt0091055,movie,Firewalker,105,6.8
tt0045763,movie,Feuerwerk,97,7.2
tt0119169,movie,Fuochi dartificio,100,8.2
tt0119250,movie,Hana-bi,103,5.8
tt0195707,movie,Fireworks,75,6.5
tt0835683,tvSeries,Boolkkotnoli,60,6.5
tt6317962,movie,"Uchiage hanabi, shita kara miru ka? Yoko kara miru ka?",90,5.2
tt0361620,movie,First Daughter,106,7.9
tt0116311,movie,First Kid,101,1.3
tt0113071,movie,First Knight,134,7.5
tt0058100,movie,First Men in the Moon,103,2.1
tt0082382,movie,First Monday in October,98,8.8
tt0116312,movie,Fei hu,90,8.8
tt0294578,movie,Fish in a Barrel,85,8
tt0277289,movie,Sang sei kuen chuk,90,8.3
tt0110200,movie,Jing wu ying xiong,103,7.1
tt0091211,tvSeries,Hokuto no Ken,25,5.9
tt0113074,movie,Fist of the North Star,103,8
tt0083946,movie,Fitzcarraldo,158,7.8
tt0077559,movie,Wu du,101,6.5
tt0065724,movie,Five Easy Pieces,98,6.2
tt0070063,movie,Five on the Black Hand Side,96,4.2
tt0248012,movie,Fiza,170,9.2
tt0037702,movie,Flame of Barbary Coast,91,7.3
tt2160200,tvSeries,Rekka no honoo,22,6
tt0044574,movie,Duende y misterio del flamenco,75,5
tt0113077,movie,Flamenco,100,7
tt0053825,movie,Flaming Star,101,6.5
tt0032475,movie,Flash Gordon Conquers the Universe,220,6
tt0030138,movie,Flash Gordons Trip to Mars,299,5.1
tt0099581,movie,Flashback,108,5.9
tt0189404,movie,Vracanje,86,6.3
tt0239406,movie,Flashback - MÃ¶rderische Ferien,95,6.3
tt0441268,movie,Flashbacks,72,5.5
tt1442505,movie,Flesbek,83,5.5
tt8372094,movie,The Education of Fredrick Fitzell,97,6.6
tt0085549,movie,Flashdance,95,6
tt0087268,movie,Flashpoint,93,6
tt0044621,movie,Flat Top,83,7.4
tt0099582,movie,Flatliners,115,6.4
tt0155711,movie,Flawless,112,5.1
tt8653840,movie,HaNeshef,97,6.4
tt0116320,movie,Fled,98,6.4
tt0259744,movie,Ye ben,119,6.7
tt0068595,movie,Flesh Gordon,78,6.7
tt0106926,movie,Flesh and Bone,126,6.7
tt0071508,movie,Flesh for Frankenstein,95,6.7
tt0372921,movie,Flesh for the Beast,89,3.8
tt0089155,movie,Fletch,98,3.8
tt0097366,movie,Fletch Lives,95,6.4
tt0236027,movie,Blinkende lygter,109,6.4
tt0104012,movie,La corsa dellinnocente,100,5.9
tt0099587,movie,Flight of the Intruder,115,7.9
tt0091059,movie,Flight of the Navigator,90,6.5
tt0057063,movie,Flipper,87,5.8
tt0058105,movie,Flippers New Adventure,94,5.1
tt0101898,movie,Flirting,99,5.7
tt0116324,movie,Flirting with Disaster,92,7.2
tt0139216,movie,Floating,90,6
tt0053390,movie,Ukikusa,119,4.6
tt0093036,movie,Flowers in the Attic,93,3.4
tt0156587,movie,Hai shang hua,113,9
tt0119137,movie,Flubber,93,8.2
tt0113089,movie,Fluke,96,7.3
tt1087865,movie,MÃ¡zli,88,4.8
tt0116329,movie,Fly Away Home,107,6
tt0043547,movie,Flying Leathernecks,102,5.5
tt0132165,movie,Flypaper,108,7.7
tt0116331,movie,Focus,73,6
tt0178458,movie,Follow Me,79,8
tt0089994,movie,Follow That Bird,88,7.7
tt0055992,movie,Follow That Dream,109,7.7
tt0027630,movie,Follow the Fleet,110,5.9
tt0154506,movie,Following,69,6.8
tt0119140,movie,Food of Love,105,4.9
tt0089160,movie,Fool for Love,106,6
tt1630038,movie,De Mai tÃ­nh,95,6.1
tt0166195,movie,Foolish,84,8.1
tt0356614,movie,Foolproof,94,8.2
tt0041379,movie,Fools Rush In,82,4.5
tt0097372,movie,For All Mankind,80,5.5
tt0284878,movie,Bad boy dak gung,105,5.8
tt0062985,movie,For Love of Ivy,101,7.5
tt0126916,movie,For Love of the Game,137,5.2
tt0023873,movie,Cash,73,6.6
tt0031328,movie,For Love or Money,76,7.9
tt4311466,movie,Lushui Hongyan,98,8.2
tt7051624,movie,The Revenger: An Unromantic Comedy,95,5.9
tt0034746,movie,For Me and My Gal,104,6.2
tt0071514,movie,For Petes Sake,90,7.1
tt0097373,movie,For Queen & Country,105,7
tt0314080,movie,For Real,95,5.7
tt0119142,movie,For Richer or Poorer,115,9.3
tt0035896,movie,For Whom the Bell Tolls,170,7.1
tt0082398,movie,For Your Eyes Only,127,8.2
tt0059578,movie,Per qualche dollaro in piÃ¹,132,8.6
tt0108504,movie,Voor een verloren soldaat,92,7.5
tt0101902,movie,For the Boys,138,7.9
tt0076044,movie,For the Love of Benji,85,4.7
tt0109823,movie,For the Moment,120,6.2
tt0022905,movie,Forbidden,85,6.2
tt0047372,movie,Proibito,100,6.4
tt0158123,movie,Prohibido,105,7.4
tt8037658,movie,Gheyre Mojaz,98,9
tt0043686,movie,Jeux interdits,86,6.7
tt0113093,movie,Forbidden Games,89,7.2
tt0105535,movie,La tarea prohibida,80,5.8
tt0080752,movie,Forbidden Zone,74,6.1
tt0077572,movie,Force 10 from Navarone,118,4.6
tt0083960,movie,Forced Vengeance,90,8.7
tt0141098,movie,Forces of Nature,105,7
tt0032484,movie,Foreign Correspondent,120,8.1
tt0114651,movie,Terra Estrangeira,110,7.5
tt2915134,movie,Foreign Land,95,7.1
tt0179182,movie,Forever Mine,115,6.7
tt0085560,movie,Forever Young,84,7.2
tt0135695,movie,Tzeirim Lanetzah,88,6.8
tt0357067,movie,Qing chun wan sui,93,6.8
tt1483386,movie,HÃ©roes,104,3.7
tt2401825,movie,Wu wen xi dong,138,7.8
tt4819470,movie,Zhi zi hua kai,107,7.8
tt0035897,movie,Forever and a Day,104,6.6
tt0113097,movie,Forget Paris,101,6.4
tt4195906,movie,Forgive and Forget,102,6.2
tt0227984,movie,The 51st State,93,8.4
tt0109830,movie,Forrest Gump,142,6.4
tt0040369,movie,Fort Apache,128,6.6
tt0091069,movie,Fortress,85,5.2
tt11830794,movie,Fortezza,72,7.2
tt1334469,movie,Qala,83,7.9
tt2607640,movie,Pevnost,70,8.2
tt0106951,movie,Fortunes of War,107,7.3
tt0050407,movie,Forty Guns,80,6.4
tt0352987,movie,Vua BÃ£i RÃ¡c,97,4.8
tt0075110,movie,El puente,104,6.7
tt0076575,movie,"Przepraszam, czy tu bija?",90,5.7
tt0077578,movie,Foul Play,116,8.5
tt0166651,movie,Hors jeu,91,8
tt4929628,movie,Tarao bannai hayabusa no maÃ´,80,8.2
tt0119815,movie,"O Que Ã© Isso, Companheiro?",110,8.4
tt0113101,movie,Four Rooms,98,7.8
tt0109831,movie,Four Weddings and a Funeral,117,7.9
tt0185322,movie,Fourplay,66,5.3
tt0209109,movie,Londinium,87,7.8
tt0072976,movie,Faustrecht der Freiheit,123,6.7
tt0080756,movie,Foxes,106,5.3
tt0048091,movie,Foxfire,92,8.1
tt0071517,movie,Foxy Brown,92,7.4
tt0056756,tvSeries,Fractured Flickers,30,5.6
tt0264616,movie,Frailty,100,7.3
tt0020900,movie,Framed,65,5.2
tt0097054,movie,Chen di e,90,6.5
tt0083967,movie,Frances,140,9.5
tt0097383,movie,Francesco,157,7.4
tt0297899,movie,Francis Bacon,55,6.9
tt0109835,movie,Frank & Jesse,105,7.4
tt0144937,movie,Frank Lloyd Wright,146,2.5
tt0113104,movie,Frank and Ollie,89,6.9
tt0021884,movie,Frankenstein,70,4.8
tt1795369,movie,National Theatre Live: Frankenstein,130,5.6
tt0061683,movie,Frankenstein Created Woman,86,8.9
tt0065738,movie,Frankenstein Must Be Destroyed,101,7.4
tt0060429,movie,Frankie and Johnny,87,8.9
tt0095174,movie,Frantic,120,6.5
tt0109838,movie,Freaked,86,5.4
tt0022913,movie,Freaks,64,7.1
tt0076054,movie,Freaky Friday,95,7.4
tt0240515,movie,Freddy Got Fingered,87,7.9
tt0329101,movie,Freddy vs. Jason,97,7.4
tt0101917,movie,Freddys Dead: The Final Nightmare,89,6.8
tt0169921,movie,Free Tibet,90,7.5
tt0106965,movie,Free Willy,112,2.8
tt0113114,movie,Free Willy 2: The Adventure Home,95,8.1
tt0119152,movie,Free Willy 3: The Rescue,86,8.9
tt0104299,movie,Freejack,110,4
tt0262424,movie,Freestyle: The Art of Rhyme,60,7.3
tt0095177,movie,Freeway,91,7.9
tt0363095,movie,Freeze Frame,99,5.8
tt0266555,movie,FurÃ®zu mÃ®,101,7.4
tt0079175,movie,French Kiss,65,5.8
tt0113149,movie,Gazon maudit,104,5.5
tt0038684,movie,Latin Quarter,80,5.3
tt0068611,movie,Frenzy,116,5.4
tt4895740,movie,Abluka,119,5
tt0186151,movie,Frequency,118,4.4
tt2353965,movie,Distraction,60,5.7
tt0109842,movie,Fresh,114,8.7
tt0095178,movie,Fresh Horses,105,7
tt0120679,movie,Frida,123,6.6
tt0113118,movie,Friday,91,8.1
tt1914285,movie,Jome,90,8
tt0293815,movie,Friday After Next,85,7.2
tt0073019,movie,Friday Foster,90,7.6
tt0165583,tvSeries,Friday Night Videos,60,7.6
tt0287085,movie,V petek zvecer,89,8
tt0295743,movie,Vendredi soir,90,9.2
tt12010336,tvSeries,Shabe Jomeh,60,6
tt0390022,movie,Friday Night Lights,118,7.4
tt0080761,movie,Friday the 13th,95,7.7
tt0101921,movie,Fried Green Tomatoes,130,8.5
tt0071159,movie,Arkadas,105,6.3
tt0281718,movie,Chingoo,113,8.2
tt1399017,movie,Friend,155,8.1
tt0049233,movie,Friendly Persuasion,137,7.2
tt0143261,movie,Friends & Lovers,103,7.6
tt0206762,movie,Friends and Family,87,5.8
tt0089175,movie,Fright Night,106,6.9
tt0071523,movie,Frightmare,88,8.4
tt0113122,movie,Frisk,88,7.4
tt0068612,movie,Fritz the Cat,78,7.8
tt0308281,movie,Frog-g-g!,80,6.6
tt0068615,movie,Frogs,91,8.2
tt0109962,movie,Gwok chaan Ling Ling Chat,84,8
tt0116367,movie,From Dusk Till Dawn,108,7.7
tt0120681,movie,From Hell,122,6.3
tt0045793,movie,From Here to Eternity,118,8
tt0080762,movie,From Mao to Mozart: Isaac Stern in China,84,8.7
tt0181547,movie,Apo tin akri tis polis,94,6
tt0093051,movie,From the Hip,111,7.3
tt0053841,movie,From the Terrace,149,6.9
tt2917494,movie,Frostbite,90,6.6
tt0125279,movie,Jidu hanleng,99,7.7
tt0376606,movie,Frozen,90,5.1
tt1611845,movie,Wai nei chung ching,92,6.3
