media_ID,media_type,media_title,runtime,average_rating
tt0090557,movie,Round Midnight,133,7.8
tt0419299,tvSeries,.hack//Tasogare no udewa densetsu,25,7.5
tt0361140,tvSeries,.hack//SIGN,25,7.4
tt0312296,movie,1 Giant Leap,155,8.8
tt0078721,movie,10,122,7.3
tt0312297,movie,10 Attitudes,87,6.1
tt0147800,movie,10 Things I Hate About You,97,8.3
tt0085121,movie,10 to Midnight,101,6.9
tt0101244,movie,100 Days,161,6.9
tt2475066,movie,Zhen ai 100 tian,104,3.5
tt0100694,movie,Sto dney do prikaza,71,6.2
tt0214388,movie,100 Girls,94,6.7
tt0299422,movie,100 Mile Rule,98,6.7
tt0166940,tvSeries,100 Years of Horror,343,7.9
tt0211181,movie,102 Dalmatians,100,7.9
tt0331811,movie,11:14,86,7.4
tt0050083,movie,12 Angry Men,96,7.4
tt0114746,movie,Twelve Monkeys,129,6.6
tt3148266,tvSeries,12 Monkeys,42,6.6
tt0053559,movie,13 Ghosts,85,7.4
tt0337563,movie,13 Going on 30,98,7.4
tt0276744,movie,13 Moons,93,4.9
tt0038279,movie,13 Rue Madeleine,95,7.3
tt0313844,movie,16-Dec,158,8.7
tt0331338,movie,16 Years of Alcohol,102,7.3
tt0068156,movie,1776,141,7.5
tt12846096,tvSeries,Eitin Eogein,70,6.3
tt0078723,movie,1941,118,4.7
tt0109010,movie,1942: A Love Story,157,6.5
tt0094594,movie,1969,95,7.3
tt0048918,movie,1984,90,7.8
tt0087803,movie,Nineteen Eighty-Four,113,4.7
tt0115438,movie,2 Days in the Valley,104,5.3
tt0322259,movie,2 Fast 2 Furious,107,5.8
tt0158446,movie,2 secondes,100,5.6
tt0050084,movie,20 Million Miles to Earth,82,5.6
tt0387805,movie,200 American,84,7.2
tt0137338,movie,200 Cigarettes,101,8.2
tt0316958,tvSeries,2000 Jahre Christentum,125,7
tt0062622,movie,2001: A Space Odyssey,149,4.9
tt0157262,movie,2001: A Space Travesty,99,7.2
tt0086837,movie,2010: The Year We Make Contact,116,9
tt0315733,movie,21 Grams,124,7.8
tt0274309,movie,24 Hour Party People,117,8.3
tt0222666,movie,24 Hours in London,90,8
tt0307901,movie,25th Hour,135,7.7
tt0191754,movie,28 Days,103,6.1
tt0283090,movie,29 Palms,93,6.1
tt0101252,movie,29th Street,101,6.2
tt0362387,movie,2LDK,70,8.3
tt0194635,movie,3 A.M.,86,5.8
tt0103596,movie,3 Ninjas,84,6.5
tt0112255,movie,3 Ninjas: Knuckle Up,85,6.9
tt0199290,movie,3 Strikes,82,6.2
tt11137272,movie,Respect,76,8.2
tt0423866,movie,Bin-jip,88,5.8
tt0273048,movie,30 Years to Life,110,6.3
tt0233142,movie,3000 Miles to Graceland,125,6.3
tt0050086,movie,3:10 to Yuma,92,8.7
tt0118540,movie,4 Little Girls,102,5.8
tt0243736,movie,40 Days and 40 Nights,96,8.8
tt0083511,movie,48 Hrs.,96,8.2
tt0052530,movie,4D Man,85,7
tt0464783,movie,5 Sides of a Coin,70,7.9
tt0343660,movie,50 First Dates,99,9.7
tt0120577,movie,54,93,6.3
tt0056800,movie,55 Days at Peking,154,7
tt0057811,movie,633 Squadron,102,7.1
tt0235154,movie,Ruang talok 69,118,7.5
tt0348816,movie,7 Days in September,94,6.5
tt0057812,movie,7 Faces of Dr. Lao,100,7
tt0118541,movie,8 Heads in a Duffel Bag,95,7.4
tt0182668,movie,Eitoman - Subete no sabishii yoru no tame ni,83,7.4
tt0298203,movie,8 Mile,110,8.1
tt0109021,movie,8 Seconds,105,8.3
tt0283832,movie,8 femmes,111,8.1
tt0292886,movie,800 balas,124,6.7
tt0090570,movie,84 Charing Cross Road,100,8.1
tt0134273,movie,8MM,123,7.8
tt0370244,movie,Nain souruzu,120,6.5
tt4917224,movie,11-Sep,90,5.9
tt0092499,movie,90 Degrees South,70,6.4
tt0121506,movie,Long Wei shan zhuang,91,6.5
tt0268978,movie,A Beautiful Mind,135,7.6
tt0092263,movie,Ying hung boon sik,95,7.6
tt1138442,movie,Moo-jeok-ja,124,7.6
tt0094357,movie,Ying hung boon sik II,105,9.4
tt0168504,movie,A Better Way to Die,101,9.4
tt0072730,movie,A Boy and His Dog,91,9.4
tt0075784,movie,A Bridge Too Far,175,8.7
tt0069823,movie,Una breve vacanza,112,8.7
tt0106489,movie,A Bronx Tale,121,8.7
tt0120623,movie,A Bugs Life,95,7.5
tt0125680,movie,A Bullet in the Head,89,7.5
tt0342180,movie,A Certain Kind of Death,69,7.5
tt0283037,movie,Tanging yaman,112,6.4
tt0093978,movie,Sien lui yau wan,98,5.7
tt0088915,movie,A Chorus Line,113,5.3
tt0029992,movie,A Christmas Carol,69,6
tt0039562,movie,Leyenda de Navidad,80,7
tt0044008,movie,Scrooge,86,6.1
tt0443734,movie,Natale a casa Deejay - A Christmas Carol,75,8.1
tt0085334,movie,A Christmas Story,93,8.5
tt0356470,movie,A Cinderella Story,95,5.8
tt0120633,movie,A Civil Action,115,7.2
tt0066921,movie,A Clockwork Orange,136,8.4
tt0118018,movie,Un divan Ã  New York,108,6.7
tt0061523,movie,A Countess from Hong Kong,120,6.7
tt0094924,movie,Evil Angels,120,7.8
tt0099327,movie,A Cry in the Wild,82,6.4
tt0377744,movie,A Day Without a Mexican,100,7.2
tt0028772,movie,A Day at the Races,111,7.3
tt0342275,movie,A Decade Under the Influence,138,7.2
tt0069958,movie,A Delicate Balance,133,4.8
tt0326828,movie,A Different Loyalty,96,8.4
tt0365125,movie,A Dirty Shame,89,5.4
tt0026285,movie,A Dog of Flanders,72,5.5
tt0168334,tvSeries,FurandÃ¢su no inu,24,6.5
tt0007867,movie,A Dolls House,50,6.3
tt0039335,movie,A Double Life,104,4.8
tt0047694,movie,Das zweite Leben,90,7.1
tt0050371,movie,A Face in the Crowd,126,6.6
tt0028850,movie,A Family Affair,69,4.3
tt0087963,movie,Quan jia fu,97,9.3
tt4137808,movie,Mia oikogeneiaki ypothesi,82,8.2
tt0116275,movie,A Family Thing,109,8.2
tt0106868,movie,A Far Off Place,100,7.5
tt0022879,movie,A Farewell to Arms,80,7.2
tt0104257,movie,A Few Good Men,138,7.2
tt0095159,movie,A Fish Called Wanda,108,7.3
tt0096989,movie,Bu tuo wa de ren,99,5.6
tt0058461,movie,Per un pugno di dollari,99,6.8
tt0098185,movie,"Religion, Inc.",84,6.2
tt0079168,movie,A Force of One,90,6.5
tt0060438,movie,A Funny Thing Happened on the Way to the Forum,99,6.7
tt0260924,movie,A Gentlemans Game,112,8.1
tt0155723,movie,A Good Baby,87,7.4
tt1540733,movie,A Good Day to Die,90,8.2
tt0082053,movie,Le beau mariage,93,6.7
tt2180994,movie,A Good Marriage,102,6.9
tt0203536,movie,A Good Night to Die,100,6.7
tt0113198,movie,A Goofy Movie,78,6.5
tt0061736,movie,A Guide for the Married Man,89,7
tt0295289,movie,A Guy Thing,101,7.2
tt0092260,movie,Yi gai yun tian,89,8.5
tt0059269,movie,A High Wind in Jamaica,103,8.2
tt0273359,tvSeries,A History of Britain,60,7.4
tt0052896,movie,A Hole in the Head,120,6.4
tt6758532,movie,Diera v Hlave,90,7.3
tt7036332,movie,Dziura w glowie,91,7.7
tt0359423,movie,A Home at the End of the World,97,7.6
tt0107130,movie,A Home of Our Own,104,7.2
tt0210786,movie,A Kid Called Danger,85,6.7
tt0113538,movie,A Kid in King Arthurs Court,89,7.9
tt0385813,movie,A Killer Within,110,6.4
tt0049414,movie,A Kiss Before Dying,94,7.2
tt0183790,movie,A Knights Tale,132,7.4
tt0036092,movie,A Lady Takes a Chance,86,4.8
tt0104694,movie,A League of Their Own,128,6.2
tt0041587,movie,A Letter to Three Wives,103,7.8
tt0119533,movie,A Life Apart: Hasidism in America,96,8.7
tt0119535,movie,A Life Less Ordinary,103,9
tt0470846,movie,A Line in the Sand,85,7.5
tt0256150,movie,A Little Inside,95,6.2
tt0008196,movie,A Little Princess,62,6.3
tt0079477,movie,A Little Romance,110,5.4
tt0391304,movie,A Lot Like Love,107,7.2
tt0198668,movie,A Love Divided,98,7.5
tt0369672,movie,A Love Song for Bobby Long,119,6.2
tt0294279,movie,Aime ton pÃ¨re,103,7.9
tt0110399,movie,A Low Down Dirty Shame,108,6
tt0266465,movie,A Man Apart,109,6
tt0203672,movie,Jung wa ying hong,116,6
tt0066049,movie,A Man Called Horse,114,7.5
tt0066050,movie,A Man Called Sledge,93,7.5
tt0049902,movie,Un condamnÃ© Ã  mort sest Ã©chappÃ© ou Le vent souffle oÃ¹ il veut,101,7.5
tt0061138,movie,Un homme et une femme,102,5.3
tt5700648,movie,Nam-gwa yeo,115,5.3
tt0060665,movie,A Man for All Seasons,120,5.3
tt0107179,movie,I Love a Man in Uniform,99,8.1
tt0160513,movie,A Map of the World,125,8.1
tt0051065,movie,To teleftaio psemma,112,8.1
tt0217119,movie,Une affaire de goÃ»t,90,6.1
tt0102443,movie,A Midnight Clear,108,6.1
tt0026714,movie,A Midsummer Nights Dream,133,6.1
tt0053261,movie,Sen noci svatojÃ¡nskÃ©,76,7.8
tt1356920,movie,Manatsu no yo no yume,105,7.4
tt0323248,movie,A Midsummer Nights Rave,85,6.3
tt0084329,movie,A Midsummer Nights Sex Comedy,88,6.3
tt0310281,movie,A Mighty Wind,91,6.3
tt0110518,movie,A Million to Juan,97,5.7
tt0100777,movie,Tin joek yau ching,87,5.7
tt0113849,movie,A Month by the Lake,92,5.7
tt0133985,movie,A Murder of Crows,102,6.8
tt0057360,movie,A New Kind of Love,110,6.8
tt0026778,movie,A Night at the Opera,96,6.8
tt0120770,movie,A Night at the Roxbury,82,5.8
tt0038777,movie,A Night in Casablanca,85,5.8
tt0086011,movie,A Night in Heaven,83,7.1
tt0095736,movie,A Night in the Life of Jimmy Reardon,90,7.1
tt0036203,movie,A Night to Remember,91,7.1
tt0241535,movie,Sono yo wa wasurenai,96,3.3
tt0417015,movie,A Night with Lou Reed,60,3.3
tt0087800,movie,A Nightmare on Elm Street,91,4.4
tt0089686,movie,A Nightmare on Elm Street Part 2: Freddys Revenge,87,4.4
tt0093629,movie,A Nightmare on Elm Street 3: Dream Warriors,96,5
tt0095742,movie,A Nightmare on Elm Street 4: The Dream Master,93,5
tt0097981,movie,A Nightmare on Elm Street: The Dream Child,89,5
tt0087892,movie,A Passage to India,164,5.1
tt0059573,movie,A Patch of Blue,105,5.1
tt0117320,movie,A Perfect Candidate,105,5.1
tt0120787,movie,A Perfect Murder,107,5.7
tt0107808,movie,A Perfect World,138,5.7
tt0076543,movie,A Piece of the Action,135,5.7
tt1442057,tvSeries,A Place Called Home,30,5.2
tt0043924,movie,A Place in the Sun,122,5.2
tt0089823,movie,A Polish Vampire in Burbank,80,6.1
tt0093771,movie,A Prayer for the Dying,107,6.1
tt0120793,movie,A Price Above Rubies,117,5.5
tt0089838,movie,A Private Function,92,5.5
tt0094531,tvSeries,A Pup Named Scooby-Doo,30,5.5
tt0114210,movie,A Pyromaniacs Love Story,94,7.2
tt0102749,movie,A Rage in Harlem,115,7.2
tt0055353,movie,A Raisin in the Sun,128,7.2
tt0135024,movie,Une vraie jeune fille,93,5.6
tt0105265,movie,A River Runs Through It,123,5.6
tt0201899,movie,A Rumor of Angels,106,6.8
tt0103704,movie,"Ano natsu, ichiban shizukana umi",101,6.8
tt0069249,movie,A Separate Peace,104,6.8
tt0111236,movie,Una sombra ya pronto serÃ¡s,105,6.6
tt0100602,movie,A Shock to the System,88,6.6
tt0095468,movie,KrÃ³tki film o zabijaniu,84,6.6
tt0095467,movie,KrÃ³tki film o milosci,87,5.8
tt0193854,movie,A Shot at Glory,114,5.8
tt0026991,movie,A Shot in the Dark,69,5.8
tt0100606,movie,A Show of Force,95,4.9
tt0120324,movie,A Simple Plan,121,4.9
tt0111194,movie,A Simple Twist of Fate,106,4.9
tt0113057,movie,La fille seule,90,2.5
tt0120151,movie,A Smile Like Yours,98,2.5
tt0330904,movie,Rokugatsu no hebi,77,2.5
tt0088146,movie,A Soldiers Story,101,5.5
tt0096131,movie,A Soldiers Tale,96,5.5
tt0257215,movie,En sÃ¥ng fÃ¶r Martin,117,6.2
tt0107158,movie,Hua hun,130,6.2
tt0029606,movie,A Star Is Born,111,6.2
tt0025929,movie,Ukikusa monogatari,86,8.6
tt0105483,movie,A Stranger Among Us,110,8.6
tt0126680,movie,A Stranger in the Kingdom,112,4.7
tt0044081,movie,A Streetcar Named Desire,122,4.7
tt0115940,movie,Conte dÃ©tÃ©,113,4.7
tt0097106,movie,Conte de printemps,108,4.8
tt0365376,movie,"Janghwa, Hongryeon",114,4.8
tt0364093,movie,Um Filme Falado,96,4.8
tt0180242,movie,A Texas Funeral,98,3.2
tt0120323,movie,A Thousand Acres,105,3.2
tt0358590,movie,"Mil nubes de paz cercan el cielo, amor, jamÃ¡s acabarÃ¡s de ser amor",83,3.2
tt0242953,movie,A Time for Dancing,100,3.2
tt0117913,movie,A Time to Kill,149,3.2
tt0257623,movie,I epohi ton dolofonon,110,3.2
tt0070819,movie,A Touch of Class,106,6.8
tt0064451,movie,Xia nÃ¼,200,6.8
tt0108395,movie,A Troll in Central Park,76,5.3
tt0165998,movie,Lung joi gong woo,112,5.3
tt0118073,movie,A Very Brady Sequel,90,5.3
tt0344510,movie,Un long dimanche de fianÃ§ailles,133,7.5
tt0259727,movie,A Voice from Heaven,60,7.5
tt0114887,movie,A Walk in the Clouds,102,7.5
tt0038235,movie,A Walk in the Sun,117,4.3
tt0078451,movie,En vandring i solen,100,4.3
tt0094289,movie,A Walk on the Moon,95,4.3
tt0281358,movie,A Walk to Remember,101,5.5
tt0078509,tvSeries,A Woman Called Moses,240,5.5
tt0073208,movie,Jitsuroku Abe Sada,76,3.8
tt0055572,movie,Une femme est une femme,85,3.8
tt9324774,movie,A Woman Is a Woman,85,3.8
tt0072417,movie,A Woman Under the Influence,155,7.6
tt0108591,tvSeries,A Womans Guide to Adultery,149,7.6
tt1620680,movie,A Wrinkle in Time,109,7.6
tt0034405,movie,A Yank in the R.A.F.,98,7.4
tt0088009,movie,Rok spokojnego slonca,110,7.4
tt0090366,movie,A Zed & Two Noughts,115,7.4
tt0212720,movie,A.I. Artificial Intelligence,146,6.5
tt0221794,movie,ABCD,105,6.5
tt0317052,movie,AKA,123,7.2
tt0149568,movie,Aa Ab Laut Chalen,177,7.2
tt0106203,movie,Aaina,149,7.2
tt0178186,movie,Aandhi,133,5.1
tt0247911,movie,Aap Mujhe Achche Lagne Lage,180,5.1
tt0284811,movie,Aarzoo,175,6
tt0149573,movie,Aashiqui,152,6
tt0402014,movie,Ab Tak Chhappan,129,6
tt0267248,movie,Abandon,99,7.2
tt0041084,movie,Abandoned,79,7.2
tt0048585,movie,Gli sbandati,102,7.2
tt0264100,movie,TorzÃ³k,100,5.2
tt0168446,movie,Aberdeen,113,2.6
tt3429014,movie,Heung Gong zai,97,3.5
tt0069671,movie,Abhimaan,122,3.5
tt0217979,movie,Ablaze,97,7
tt0199314,movie,About Adam,97,7.9
tt0257360,movie,About Schmidt,125,7
tt0276751,movie,About a Boy,101,6.8
tt2381079,movie,Above All Else: The Everest Dream,49,8.6
tt0035605,movie,Above Suspicion,90,7.3
tt0094602,movie,Above the Law,99,5.8
tt0109035,movie,Above the Rim,96,8.2
tt0081974,movie,Absence of Malice,116,8
tt0300902,movie,Absolon,96,9
tt0090585,movie,Absolute Beginners,108,5.9
tt0118548,movie,Absolute Power,121,7.1
tt0081975,movie,Absolution,95,6.6
tt3442634,movie,Henkesi edestÃ¤,92,8.3
tt0380164,movie,Akasia,103,5.9
tt1517146,movie,Acacia,100,6.1
tt0272440,movie,According to Spencer,94,5.7
tt0109040,movie,Ace Ventura: Pet Detective,86,5.1
tt0112281,movie,Ace Ventura: When Nature Calls,90,6.9
tt0068168,movie,Across 110th Street,102,5.6
tt0109042,movie,Across the Moon,88,6.9
tt0101268,movie,Across the Tracks,100,5.5
tt0144080,movie,Act of War,94,4.7
tt0094612,movie,Action Jackson,96,7.6
tt0357414,movie,Adam & Evil,90,9.6
tt0013817,movie,Adams Rib,102,7.6
tt0106220,movie,Addams Family Values,94,7.5
tt0118556,movie,Addicted to Love,100,5
tt0357031,movie,Poco piÃ¹ di un anno fa,101,6.7
tt0115471,movie,Adrenalin: Fear the Rush,77,7.1
tt0197213,movie,Adorenarin doraibu,112,7.1
tt0092513,movie,Adventures in Babysitting,102,6.3
tt0033317,movie,Adventures of Captain Marvel,216,6.3
tt0246514,movie,Viktor Vogel - Commercial Man,108,8.1
tt0377340,movie,Aetbaar,152,8.1
tt0118564,movie,Affliction,114,7.2
tt1332644,movie,Yanggaw,95,6.2
tt0386273,movie,Afghan Stories,60,7.2
tt0088680,movie,After Hours,97,7.6
tt0157007,movie,After Image,92,6.3
tt0165078,movie,Wandafuru raifu,119,7.3
tt2920656,movie,After Life,110,7.3
tt0244955,movie,After Stonewall,88,6.9
tt0060200,movie,Caccia alla volpe,103,6.1
tt0099411,movie,DespuÃ©s de la tormenta,105,8.2
tt5294966,movie,Umi yori mo mada fukaku,118,7.1
tt0367479,movie,After the Sunset,97,6.8
tt0027260,movie,After the Thin Man,112,6.8
tt0118566,movie,Afterglow,119,6.1
tt2187003,movie,Paanch Adhyay,113,7.4
tt0352143,movie,Aftermath: The Remnants of War,74,6.4
tt0098996,movie,Aftershock,91,5.1
tt1393746,movie,Tang shan da di zhen,135,9
tt0014650,movie,Against All Odds,50,7.1
tt0312329,movie,Against the Ropes,110,7
tt0313911,movie,Agent Cody Banks,102,7.8
tt0358349,movie,Agent Cody Banks 2: Destination London,100,8.1
tt0218080,movie,Agent Red,95,7.2
tt0098999,movie,Agneepath,174,8.8
tt0160509,movie,Agnes Browne,92,7.7
tt0088683,movie,Agnes of God,98,7.9
tt0115484,movie,Agni Sakshi,142,8.8
tt0872301,tvSeries,Aa Megamisama,25,7.2
tt0265018,movie,Aa! Megamisama! The Movie,106,7.7
tt0364930,movie,Aileen: Life and Death of a Serial Killer,93,8.1
tt0099005,movie,Air America,113,5.6
tt0118570,movie,Air Bud,98,7.4
tt0140796,movie,Air Bud: Golden Receiver,90,7.9
tt0118571,movie,Air Force One,124,5.2
tt0318281,movie,Air Marshal,90,6.3
tt0109068,movie,Airheads,92,8.3
tt0083530,movie,Airplane II: The Sequel,85,7.5
tt0080339,movie,Airplane!,88,7.6
tt0065377,movie,Airport,137,8.1
tt0418460,movie,Aitraaz,160,7.3
tt0278291,movie,Ajnabee,165,6.9
tt0112313,movie,Akele Hum Akele Tum,160,7
tt0094625,movie,Akira,124,7.8
tt0036590,movie,Alaska,76,8.1
tt0115495,movie,Albino Alligator,94,6.6
tt0029850,movie,Aleksandr Nevskiy,112,6.5
tt0048937,movie,Alexander the Great,143,6.5
tt0081148,movie,O Megalexandros,210,5.9
tt0243559,movie,Sikandar,146,5.9
tt0029852,movie,Alexanders Ragtime Band,106,7.6
tt0060086,movie,Alfie,114,7.6
tt0248667,movie,Ali,157,7.5
tt0284837,movie,Ali G Indahouse,85,8.5
tt0260688,movie,"Ali Zaoua, prince de la rue",99,7.5
tt0071141,movie,Angst essen Seele auf,92,6.7
tt0269329,movie,Betty Fisher et autres histoires,103,8
tt0019630,movie,Alibi,91,7
tt0064001,movie,Lalibi,106,7.9
tt0073955,tvSeries,Alice,30,6.8
tt0095715,movie,Neco z Alenky,86,5.1
tt0071115,movie,Alice Doesnt Live Here Anymore,112,6.7
tt2567026,movie,Alice Through the Looking Glass,113,8.2
tt0004873,movie,Alice in Wonderland,52,5.6
tt0290406,movie,Alicia en el paÃ­s de las maravillas,73,6.7
tt0294084,tvSeries,Fushigi no kuni no Arisu,24,7.1
tt0068190,movie,Alices Adventures in Wonderland,101,5.7
tt0064002,movie,Alices Restaurant,111,5.7
tt0327409,movie,Alien Hunter,92,5.7
tt0094631,movie,Alien Nation,91,5.7
tt0112974,movie,Alien Visitor,92,8.2
tt0092532,movie,Alien from L.A.,87,6.9
tt0370263,movie,AVP: Alien vs. Predator,101,6.4
tt0349079,movie,Alila,123,7.3
tt0106246,movie,Alive,120,5.7
tt0282251,movie,Vivante,95,7.4
tt0880504,movie,Zhivoy,98,6.4
tt3797214,movie,Sanda,179,5.6
tt9784048,movie,Jandar,100,5.6
tt0051346,movie,Alive and Kicking,94,8.2
tt0116631,movie,Indian Summer,98,8.5
tt0098694,movie,Ah Long dik goo si,95,7.1
tt0042192,movie,All About Eve,138,7.3
tt0313028,tvSeries,Eveui modeun geot,50,7.5
tt9652730,movie,National Theatre Live: All About Eve,148,7.2
tt0297721,movie,Riri Shushu no subete,146,8.3
tt0185125,movie,Todo sobre mi madre,101,8.5
tt0239570,movie,All About You,100,7.3
tt2302531,movie,Tutto parla di te,83,8
tt0278295,movie,All About the Benjamins,95,8
tt0043171,tvSeries,All Around the Town,30,7.1
tt0096787,movie,All Dogs Go to Heaven,84,7.4
tt0115509,movie,All Dogs Go to Heaven 2,82,6.6
tt1807921,movie,All I Want,90,6.9
tt0218705,movie,Vsichni moji blÃ­zcÃ­,91,6.2
tt0054614,movie,All Night Long,91,6
tt0190230,movie,Ooru naito rongu,90,5.8
tt0118586,movie,All Over Me,86,5.9
tt0250202,movie,All Over the Guy,95,8.3
tt0020629,movie,All Quiet on the Western Front,152,7.6
tt0047811,movie,All That Heaven Allows,89,6.8
tt0078754,movie,All That Jazz,123,7.7
tt0104147,movie,Do sing,101,7.3
tt0024822,movie,All of Me,70,6.7
tt4022534,movie,LlÃ©vate mis amores,90,6.7
tt0286261,movie,All or Nothing,128,7.8
tt3868240,movie,Vsetko alebo nic,107,8.6
tt0041113,movie,All the Kings Men,110,8.4
tt0084793,movie,Tian xia di yi,100,7.7
tt0120584,movie,All the Little Animals,112,7.2
tt0074119,movie,All the Presidents Men,138,5.7
tt0149624,movie,All the Pretty Horses,116,5.7
tt0252223,movie,All the Queens Men,99,6.9
tt0118590,movie,All the Rage,105,6.9
tt5272796,movie,All the Rage (Saved by Sarno),94,8.3
tt0299458,movie,All the Real Girls,108,7.2
tt0085154,movie,All the Right Moves,91,7.2
tt0099014,movie,All the Vermeers in New York,87,7.2
tt0092534,movie,Allan Quatermain and the Lost City of Gold,99,6.4
tt0181875,movie,Almost Famous,122,6.4
tt2184065,tvSeries,Yalan DÃ¼nya,190,7.5
tt0119053,movie,Almost Heroes,90,7.5
tt0021602,movie,Aloha,90,9
tt0022215,movie,Odna,90,6.8
tt0022408,movie,Sola,79,8.1
tt0053239,movie,Sam,94,8.1
tt0263053,movie,Alone,88,6.9
tt0301799,movie,Sami,77,6.3
tt0433770,movie,Allein,88,6.3
tt1322930,movie,Issiz Adam,113,7.7
tt2660068,movie,Gudu,89,7.7
tt4653938,movie,Solos,92,6.7
tt5494382,movie,Hon-ja,90,5.5
tt0078292,movie,Solos en la madrugada,102,8.6
tt0083542,movie,Alone in the Dark,92,8.4
tt0343135,movie,Along Came Polly,90,7.5
tt0164334,movie,Along Came a Spider,104,5.6
tt0206545,movie,Along for the Ride,99,5.6
tt0058898,movie,"Alphaville, une Ã©trange aventure de Lemmy Caution",99,9.3
tt0080360,movie,Altered States,102,7.8
tt0060095,movie,Alvarez Kelly,116,7.8
tt0088701,movie,Always,105,6.4
tt2082180,movie,O-jik geu-dae-man,108,8.2
tt0035629,movie,Always a Bridesmaid,61,5.1
tt0086879,movie,Amadeus,160,5.6
tt0303297,movie,Amandla! A Revolution in Four Part Harmony,108,7.4
tt0075669,movie,Amar Akbar Anthony,184,6.3
tt0071129,movie,Amarcord,123,8.3
tt0109093,movie,Amateur,105,7.6
tt0071130,movie,Amazing Grace,99,5.9
tt0104414,movie,Hessed Mufla,95,7.7
tt0092546,movie,Amazon Women on the Moon,85,7.4
tt0090627,movie,Amazons,76,7.4
tt0275913,movie,Amazons and Gladiators,94,7.8
tt0031039,movie,Ambush,82,7.8
tt0069702,movie,Mai fu,97,7.4
tt0162625,movie,RukajÃ¤rven tie,123,7
tt0280653,movie,Amen.,132,6.5
tt0056825,movie,America America,174,6.5
tt0265029,movie,Americas Sweethearts,102,7.4
tt0294289,movie,American Adobo,104,7.4
tt0169547,movie,American Beauty,122,7.5
tt0115529,movie,American Beer,85,7.5
tt0115530,movie,American Buffalo,88,7
tt3488298,tvSeries,American Crime,43,4.3
tt0203289,movie,American Desi,100,5.5
tt0081826,tvSeries,American Dream,60,6.7
tt0086886,movie,American Dreamer,105,7.2
tt0088707,movie,American Flyers,113,8.1
tt0080365,movie,American Gigolo,117,7.4
tt0094642,movie,American Gothic,90,7.7
tt0270197,movie,American Gun,89,7.1
tt0120586,movie,American History X,119,8.2
tt0319931,tvSeries,American Idol: The Search for a Superstar,42,7.9
tt0103671,movie,American Me,125,6.3
tt0181288,movie,American Movie,107,8.4
tt0284329,movie,American Mullet,52,6.4
tt0244000,movie,American Outlaws,94,7.8
tt0122903,movie,American Pie,86,8.7
tt0252866,movie,American Pie 2,108,8.1
tt0179074,movie,American Pimp,87,8.8
tt0082009,movie,American Pop,96,7.6
tt0144084,movie,American Psycho,101,7.5
tt0305206,movie,American Splendor,101,6
tt0115531,movie,American Strays,97,5.2
tt10914182,movie,American Tragedy,80,8.5
tt0143422,movie,American Virgin,88,7.6
tt0328828,movie,American Wedding,96,9.1
tt0109099,movie,American Yakuza,96,5.5
tt0118607,movie,Amistad,155,8.5
tt0085159,movie,Amityville 3-D,105,6.6
tt0083550,movie,Amityville II: The Possession,104,7.6
tt0106266,movie,Amos & Andrew,96,9.3
tt0204709,movie,Une liaison pornographique,80,5.7
tt0050105,movie,An Affair to Remember,115,7.3
tt0118577,movie,An Alan Smithee Film: Burn Hollywood Burn,86,8.4
tt0221799,movie,An American Rhapsody,106,5.1
tt0090633,movie,An American Tail,80,5.9
tt0101329,movie,An American Tail: Fievel Goes West,75,7.6
tt0082010,movie,An American Werewolf in London,97,9
tt0118604,movie,An American Werewolf in Paris,105,6.5
tt0043278,movie,An American in Paris,114,7.3
tt0099040,movie,An Angel at My Table,158,7.9
tt0093426,movie,Chau tin dik tung wa,98,8
tt0112427,movie,An Awfully Big Adventure,112,7.2
tt0074503,movie,An Evening in Paris,168,8.2
tt0218182,movie,An Everlasting Piece,103,6.5
tt0039485,movie,An Ideal Husband,96,7.5
tt0097579,movie,An Innocent Man,113,8.2
tt0212667,movie,An Intimate Friendship,85,8.3
tt0460522,movie,An Occurrence at Owl Creek Bridge,51,7.7
tt0084434,movie,An Officer and a Gentleman,124,7.3
tt0118615,movie,Anaconda,89,7.8
tt0366174,movie,Anacondas: The Hunt for the Blood Orchid,97,8.6
tt0289848,movie,Analyze That,96,7
tt0122933,movie,Analyze This,103,6.4
tt0066763,movie,Anand,122,8.3
tt0048947,movie,Anastasia,105,8.2
tt7014356,movie,Anastasia: Once Upon a Time,89,6.3
tt0187696,movie,Anatomie,103,5
tt1390465,tvSeries,Anatomy,27,6.3
tt0312358,movie,Anatomie 2,101,8.6
tt0224615,movie,Anatomy of Desire,48,6.5
tt0348529,movie,Anatomie de lenfer,77,7.6
tt0052561,movie,Anatomy of a Murder,161,6.5
tt0357413,movie,Anchorman: The Legend of Ron Burgundy,94,7
tt0037514,movie,Anchors Aweigh,140,6.8
tt0386913,tvSeries,Ancient Egyptians,50,5.3
tt0092559,movie,And God Created Woman,100,5.9
tt0253955,movie,Siu chan chan,96,8
tt0037515,movie,And Then There Were None,97,8
tt0346507,movie,Andaaz,145,7.3
tt0109117,movie,Andaz Apna Apna,160,6.5
tt0109120,movie,Andre,95,6.5
tt0060107,movie,Strasti po Andreyu,205,7.9
tt0083557,movie,Android,80,7.9
tt0163526,movie,Andy Warhol,76,5.3
tt0028575,movie,Angel,91,8
tt0252820,movie,Angelos,126,4
tt0828120,movie,Tenshi,117,5.4
tt2253596,movie,Angel: Ill Be Your First,72,6.4
