media_ID,genre
tt0462425,"Comedy,Drama,Romance"
tt0588699,"Comedy,Reality-TV,Romance"
tt0588699,"Comedy,Reality-TV,Romance"
tt0762488,"Adventure,Animation,Comedy"
tt0762488,"Adventure,Animation,Comedy"
tt0776728,"Comedy,Fantasy,Music"
tt0776728,"Comedy,Fantasy,Music"
tt10384514,"Comedy,Drama,Romance"
tt10384514,"Comedy,Drama,Romance"
tt12517576,Comedy
tt12517576,Comedy
tt12635248,Drama
tt12635248,Drama
tt1356920,Drama
tt1356920,Drama
tt2072876,Drama
tt2072876,Drama
tt4331380,"Drama,Romance"
tt4331380,"Drama,Romance"
tt5051278,"Comedy,Fantasy,Romance"
tt5051278,"Comedy,Fantasy,Romance"
tt5659816,"Comedy,Fantasy"
tt5659816,"Comedy,Fantasy"
tt5744236,Comedy
tt5744236,Comedy
tt5755040,Comedy
tt5755040,Comedy
tt0323248,Drama
tt0084329,Comedy
tt0310281,"Comedy,Music"
tt13013408,Reality-TV
tt0110518,Comedy
tt0100777,"Action,Crime,Romance"
tt0113849,"Comedy,Drama,Romance"
tt0133985,"Action,Crime,Thriller"
tt0228363,Crime
tt1387230,"Short,Western"
tt1663083,Documentary
tt1713797,"Documentary,Family"
tt8985658,"Comedy,Drama,Short"
tt0102485,Mystery
tt0057360,"Comedy,Romance"
tt3366072,"Comedy,Drama,Romance"
tt0026778,"Comedy,Music,Musical"
tt0026778,"Comedy,Music,Musical"
tt0211184,"Animation,Comedy,Family"
tt0211184,"Animation,Comedy,Family"
tt0591678,"Comedy,Romance"
tt0591678,"Comedy,Romance"
tt0613911,"Action,Adventure,Animation"
tt0613911,"Action,Adventure,Animation"
tt0659122,Comedy
tt0659122,Comedy
tt1147878,"Drama,Reality-TV"
tt1147878,"Drama,Reality-TV"
tt13234550,"Documentary,Music,Short"
tt13234550,"Documentary,Music,Short"
tt2201953,"Game-Show,Reality-TV"
tt2201953,"Game-Show,Reality-TV"
tt5321442,"Comedy,Romance"
tt5321442,"Comedy,Romance"
tt7657538,"Comedy,Drama"
tt7657538,"Comedy,Drama"
tt0120770,"Comedy,Music,Romance"
tt0038777,Comedy
tt0086011,"Drama,Romance"
tt0095736,"Comedy,Drama,Romance"
tt0036203,"Comedy,Mystery,Romance"
tt0051994,"Biography,Drama,History"
tt0241535,Drama
tt0508684,Comedy
